"pip.1"	"pip.2"	"pip.3"	"pip.4"
"3656"	0.4925	0	0	0.795
"3657"	0.3875	0.2525	0.1725	0.3
"3658"	0.2875	0.2525	0.315	0.13
"3659"	0.34	0.155	0.3675	0.315
"3660"	0.3775	0	0.1325	0.1875
"3661"	0.75	0.345	0.04	0.93
"3662"	0.4675	0.29	0	0.5025
"3663"	0.415	0.4325	0	0.595
"3664"	0.4075	0.18	0.25	0.37
"3665"	0.515	0	0.4575	0.4825
"3666"	0.405	0.28	0.785	0.3025
"3667"	0.315	0.1475	0.06	0.17
"3668"	0.73	0.2	0.2475	0.965
"3669"	0.325	0.0825	0.81	0.26
"3670"	0.4125	0	0.1325	0.0875
"3671"	0.4275	0.205	0.945	0.36
"3672"	0.81	0.405	0.3675	0.9625
"3673"	0.8175	0.9925	0.3475	0.8475
"3674"	0.19	0.1425	0.0575	0.2875
"3675"	0.7125	0.4775	1	0.825
"3676"	0.585	0.26	0	0.33
"3677"	0.3075	0.2725	0.12	0.15
"3678"	0.1025	0.1375	0	0.13
"3679"	0.36	0.02	0.345	0.185
"3680"	0.2875	0.415	0.1975	0.04
"3681"	0.4925	0.9925	0.19	0.435
"3682"	0.73	0.045	0.14	0.8325
"3683"	0.3325	0.2075	0	0.0825
"3684"	0.84	0.2525	0.2225	0.845
"3685"	0.3	0.185	0.2525	0.08
"3686"	0.16	0.145	0.035	0.0825
"3687"	0.3275	0.06	1	0.195
"3688"	0.2525	0.4475	0.52	0.3
"3689"	0.795	0	0.4975	0.9325
"3690"	0.43	0.5425	0.5425	0.3225
"3691"	0.3275	0.0975	0.13	0.0725
"3692"	0.5175	0.2625	0.025	0.715
"3693"	0.81	0.4525	0.92	0.9925
"3694"	0.76	0.3975	0.1825	0.8525
"3695"	0.4	0.08	0.28	0.3625
"3696"	0.365	1	0.305	0.1125
"3697"	0.5275	0.235	0.285	0.5875
"3698"	0.8575	0.1475	0	0.8475
"3699"	0.79	0.33	0.3025	0.9975
"3700"	0.4025	0.2275	0.2975	0.0975
"3701"	0.2975	0.205	0.165	0.1325
"3702"	0.52	0.2775	0.2525	0.5025
"3703"	0.5225	0.085	0	0.5125
"3704"	0.445	0.4125	0.4525	0.46
"3705"	0.3625	0.3675	0	0.4525
"3706"	0.43	0	0.155	0.1375
"3707"	0.7675	0.5225	0.8275	0.955
"3708"	0.3225	0.2025	0.0825	0.1875
"3709"	0.29	0.185	0.19	0.15
"3710"	0.22	0.22	0.2025	0.075
"3711"	0.5225	0.28	0.065	0.44
"3712"	0.465	0	0.4	0.52
"3713"	0.8475	0.3825	0.115	0.925
"3714"	0.335	0.09	0.0025	0.2025
"3715"	0.78	0.365	0.4225	0.985
"3716"	0.4325	0.6475	0	0.605
"3717"	0.3375	0.23	0.0025	0.05
"3718"	0.38	0.1075	0.3025	0.2825
"3719"	0.1575	0.265	0.135	0.0375
"3720"	0.9325	0.515	1	0.8975
"3721"	0.2875	0.685	0.55	0.2475
"3722"	0.4375	0.3	0.325	0.375
"3723"	0.39	0.295	0.0425	0.0825
"3724"	0.44	0.4825	0.125	0.4025
"3725"	0.3875	0.325	0.325	0.3525
"3726"	0.445	0.2025	0.2975	0.12
"3727"	0.46	0.2075	0.96	0.0975
"3728"	0.24	0.31	0	0.0875
"3729"	0.165	0.0725	0.605	0.1575
"3730"	0.875	0.37	0.4875	0.895
"3731"	0.325	0.265	0.18	0.085
"3732"	0.4225	0.49	0.585	0.375
"3733"	0.12	0.4125	0	0.135
"3734"	0.5425	0.295	0.1025	0.765
"3735"	0.85	0.3975	0.4675	0.9775
"3736"	0.5575	0.59	0.45	0.555
"3737"	0.465	0.2475	0.0875	0.455
"3738"	0.2675	0.1875	0.2025	0.0675
"3739"	0.9825	0.425	0.455	0.9875
"3740"	0.5925	0.315	0	0.5825
"3741"	0.41	0.235	0.28	0.245
"3742"	0.525	0.6725	0.0975	0.4375
"3743"	0.57	0.82	0.175	0.79
"3744"	0.405	0.2525	0	0.1375
"3745"	0.7125	0	0.6075	0.6775
"3746"	0.3575	0.1825	0.305	0.1375
"3747"	0.49	0.15	0.11	0.23
"3748"	0.64	0.2425	0.005	0.4675
"3749"	0.445	0	0.3575	0.3525
"3750"	0.3775	0.17	0.01	0.17
"3751"	0.215	0.215	0.0425	0.1175
"3752"	0.255	0.285	0.1	0.1475
"3753"	0.3925	0.015	0.4075	0.205
"3754"	0.5625	0.1925	0.3775	0.64
"3755"	0.7175	0.0475	0.19	0.895
"3756"	0.74	1	0.3375	0.8125
"3757"	0.2775	0.0925	0.6225	0.255
"3758"	0.725	0.1875	0.05	0.605
"3759"	0.65	0.36	0.3275	0.57
"3760"	0.655	0.2775	0.2625	0.68
"3761"	0.255	0.1625	0.2025	0.12
"3762"	0.5025	1	0	0.2525
"3763"	0.245	0.425	0.465	0.1075
"3764"	0.35	0.1725	0	0.0325
"3765"	0.2975	0.0925	0.2125	0.075
"3766"	0.3275	0.0025	0.0125	0.3275
"3767"	0.0975	0	0.01	0.0225
"3768"	0.2175	0.0575	0.2425	0.0875
"3769"	0.5	0.285	0.005	0.4775
"3770"	0.7375	0.215	0	0.785
"3771"	0.805	0.8725	0.03	0.995
"3772"	0.095	0.15	0	0.1175
"3773"	0.505	0.16	0	0.7475
"3774"	0.345	0.7275	0.22	0.1225
"3775"	0.2525	0.9025	0	0.1025
"3776"	0.64	0.58	0.24	0.78
"3777"	0.7225	0.3375	0.35	0.97
"3778"	0.72	0	0.245	0.6225
"3779"	0.7525	0.0975	0.77	0.91
"3780"	0.3625	0.4475	0.2275	0.12
"3781"	0.4125	0.2425	0.205	0.39
"3782"	0.5375	1	0.52	0.52
"3783"	0.775	0.15	1	0.9575
"3784"	0.2825	0.06	0.225	0.215
"3785"	0.495	0.3325	0.3875	0.46
"3786"	0.9325	0.66	0.6375	0.885
"3787"	0.335	0.5275	0.315	0.2675
"3788"	0.2525	0.4225	0.0025	0.075
"3789"	0.34	0.6275	0.4925	0.3325
"3790"	0.2825	0.2125	0.2075	0.145
"3791"	0.1525	0.465	1	0.19
"3792"	0.2825	0.23	0.74	0.0875
"3793"	0.485	0.385	0.2775	0.235
"3794"	0.9075	0.3075	0.5325	0.9825
"3795"	0.845	0.705	0.53	0.9875
"3796"	0.685	0.3275	0.8575	0.8125
"3797"	0.555	0.1625	1	0.695
"3798"	0.7025	0.5425	0.3075	0.7975
"3799"	0.465	0.25	0.3125	0.345
"3800"	0.4575	0	0	0.1775
"3801"	0.27	0.1075	0.09	0.035
"3802"	0.7025	1	0.4425	0.7025
"3803"	0.7125	0.33	0.165	0.8
"3804"	0.42	0.8675	0.3125	0.3825
"3805"	0.405	0.24	0.0025	0.205
"3806"	0.4	0.825	1	0.215
"3807"	0.3475	0.2475	0.2325	0.1675
"3808"	0.425	0.3275	0.155	0.1825
"3809"	0.37	0.2275	0.1175	0.4025
"3810"	0.9675	0.3625	0.7275	0.965
"3811"	0.4925	0.425	0.3425	0.665
"3812"	0.59	0.295	0	0.585
"3813"	0.695	0.9975	0.03	0.835
"3814"	0.3175	0	1	0.19
"3815"	0.3525	0.3	0.2375	0.4025
"3816"	0.5525	0	0.3225	0.2625
"3817"	0.5875	0	0.29	0.5875
"3818"	0.065	0.2675	0.2075	0.0325
"3819"	0.285	0.335	0.1775	0.1725
"3820"	0.36	0.1025	0.225	0.1075
"3821"	0.775	0.3775	0.425	0.9475
"3822"	0.45	0.445	0.315	0.29
"3823"	0.34	0.3075	0.3175	0.155
"3824"	0.51	0.2375	0.09	0.4725
"3825"	0.4975	0.6625	0.23	0.5225
"3826"	0.615	0	0.0025	0.92
"3827"	0.6475	0.75	0	0.8625
"3828"	0.31	0.1525	0.085	0.2475
"3829"	0.7425	0.75	0.395	0.7875
"3830"	0.78	0.75	0.975	0.9175
"3831"	0.3525	0.055	0	0.3725
"3832"	0.575	0.2275	0.445	0.4675
"3833"	0.7875	0.68	0.4375	0.93
"3834"	0.22	0.425	0.27	0.18
"3835"	0.53	0.7	0.26	0.79
"3836"	0.085	0.3975	0.3275	0.1025
"3837"	0.8175	1	0.8575	0.73
"3838"	0.3975	0.3075	0.1925	0.085
"3839"	0.3175	0.2125	1	0.2075
"3840"	0.485	0.2725	0.555	0.6975
"3841"	0.6275	0.3375	0.4875	0.69
"3842"	0.5475	0.135	0.2	0.5575
"3843"	0.3275	0.2325	0.235	0.2375
"3844"	0.2725	0.7725	0.77	0.1725
"3845"	0.985	0.31	0.165	0.9775
"3846"	0.1575	0.5125	0	0.1975
"3847"	0.4375	0.105	0	0.3875
"3848"	0.6775	0.405	0.3725	0.7825
"3849"	0.19	0.005	0.2475	0.04
"3850"	0.745	0.445	0.95	0.9075
"3851"	0.7775	0.35	0.3225	0.8675
"3852"	0.4075	0.5425	0.275	0.3175
"3853"	0.71	0	1	0.555
"3854"	0.5925	0.2875	0.4925	0.585
"3855"	0.3675	0.185	0	0.255
"3856"	0.2325	0.22	0.225	0.105
"3857"	0.7675	0.3825	0.1275	0.9725
"3858"	0.4225	0.1275	0.3075	0.355
"3859"	0.1025	0.165	0	0.105
"3860"	0.1975	0.1575	0.2	0.1125
"3861"	0.5975	1	0.19	0.575
"3862"	0.4825	0.295	0.3075	0.425
"3863"	0.0575	0.06	0	0.0775
"3864"	0.3325	0.28	0.245	0.145
"3865"	0.265	0.1775	0.1525	0.0725
"3866"	0.2725	0.1475	0	0.1075
"3867"	0.0575	0.3275	0.16	0.105
"3868"	0.3675	0.1475	0.575	0.105
"3869"	0.5525	0	0	0.41
"3870"	0.545	0.1575	0.415	0.4375
"3871"	0.4325	0.3625	0.125	0.14
"3872"	0.65	0.0125	0.7275	0.8625
"3873"	0.395	0.5525	0.145	0.3175
"3874"	0.7175	0.06	0.425	0.72
"3875"	0.2225	0.2725	0.2	0.1075
"3876"	0.2175	0.2125	0.07	0.1025
"3877"	0.155	0.195	0.12	0.19
"3878"	0.505	0.1625	0	0.1825
"3879"	0.3825	0.2425	0	0.035
"3880"	0.275	0.4375	0	0.1075
"3881"	0.03	0	0.01	0.0425
"3882"	0.8125	0	0.505	0.99
"3883"	0.305	0.0375	0.3475	0.425
"3884"	0.7125	0.26	0.1425	0.8475
"3885"	0.645	0.1425	0.12	0.755
"3886"	0.7175	0	0	0.7525
"3887"	0.3525	0	0.3675	0.085
"3888"	0.11	0.945	0.61	0.06
"3889"	0.27	0.225	0	0.1925
"3890"	0.2075	0.1225	0.2	0.1525
"3891"	0.7475	0.34	0.4675	0.9725
"3892"	0.4525	0	0.59	0.435
"3893"	0.44	0.1775	0.2225	0.305
"3894"	0.8975	0.33	0.92	0.8275
"3895"	0.4025	1	1	0.3025
"3896"	0.4775	0.5325	1	0.3975
"3897"	0.2125	0.235	0.215	0.0325
"3898"	0.1025	0.2325	0.7975	0.0625
"3899"	0.7475	0	0.4575	0.9225
"3900"	0.5375	0.45	0.1125	0.425
"3901"	0.495	0.2	0.025	0.565
"3902"	0.72	0.3375	0.1675	0.9025
"3903"	0.375	0.045	0.1225	0.425
"3904"	0.3625	0.015	0.3375	0.305
"3905"	0.3875	1	0.2475	0.1525
"3906"	0.2575	0.26	0.205	0.1525
"3907"	0.6175	0.275	0.065	0.4875
"3908"	0.6825	0.305	0.3925	0.9025
"3909"	0.2225	0.22	0.005	0.2925
"3910"	0.3025	0.255	0.0125	0.1125
"3911"	0.425	0.205	0.2275	0.3275
"3912"	0.61	0.7875	0.355	0.79
"3913"	0.715	0.2175	0	0.6175
"3914"	0.7975	0.4025	0.4825	0.9925
"3915"	0.24	0.19	0.075	0.015
"3916"	0.4075	0	0.545	0.4025
"3917"	0.7375	0.035	0.395	0.895
"3918"	0.6625	1	1	0.895
"3919"	0.315	0	1	0.325
"3920"	0.5	0	0.3475	0.7425
"3921"	0.29	0	0.495	0.14
"3922"	0.51	0.09	0.19	0.21
"3923"	0.9375	0.385	0.755	0.99
"3924"	0.2	0.055	0.245	0.105
"3925"	0.2575	0.1825	1	0.215
"3926"	0.3375	0.2475	0.3	0.2825
"3927"	0.4275	0.23	0	0.5
"3928"	0.2025	0.4775	0.0025	0.0575
"3929"	0.445	0.5625	1	0.11
"3930"	0.36	0.8125	0.335	0.26
"3931"	0.5275	0.2075	0.28	0.43
"3932"	0.3025	0.445	0.53	0.4525
"3933"	0.6025	0.295	0.3	0.875
"3934"	0.8425	0.375	0	0.8275
"3935"	0.8675	0.2325	0.61	0.9725
"3936"	0.4075	0.3825	0.1425	0.125
"3937"	0.045	0.24	0.3	0.075
"3938"	0.4475	0.32	0.29	0.365
"3939"	0.3175	0.2475	0	0.1575
"3940"	0.72	0.07	0.2925	0.9475
"3941"	0.18	0.605	0	0.06
"3942"	0.6625	0.3125	0.7225	0.695
"3943"	0.545	0.02	0.1625	0.8225
"3944"	0.575	0.4725	0.625	0.54
"3945"	0.4375	0.24	0.335	0.39
"3946"	0.285	0.24	0.205	0.0975
"3947"	0.8275	0.2875	0.5275	0.96
"3948"	0.71	0.4775	0	0.53
"3949"	0.275	0.4925	0.4425	0.2075
"3950"	0.2275	1	0.2875	0.1925
"3951"	0.31	0.1625	0.1775	0.13
"3952"	0.3625	0.2725	0.2375	0.115
"3953"	0.2125	0.0075	1	0.115
"3954"	0.0875	0	0.81	0.03
"3955"	0.4975	0.8975	0.14	0.4525
"3956"	0.315	0.39	0	0.11
"3957"	0.7375	0	0.365	0.8825
"3958"	0.31	0.7875	0.2575	0.165
"3959"	0.59	0.24	0.2475	0.69
"3960"	0.36	0.7825	0.2025	0.34
"3961"	0.2725	0.31	0.4275	0.145
"3962"	0.6025	0.305	0.4575	0.7425
"3963"	0.305	0.62	0.3025	0.165
"3964"	0.5275	0.3125	0.4675	0.4875
"3965"	0.895	0.7875	0.1975	0.8475
"3966"	0.47	0	0	0.3475
"3967"	0.3	0.3325	0.045	0.0725
"3968"	0.505	0.155	0.37	0.25
"3969"	0.4825	0.24	1	0.4075
"3970"	0.4125	0.31	0.2275	0.0775
"3971"	0.625	0.295	0.3375	0.7525
"3972"	0.3625	0.1825	0.285	0.2475
"3973"	0.1375	0.395	0.125	0.145
"3974"	0.355	0.0325	0.27	0.13
"3975"	0.75	0.315	0.28	0.8375
"3976"	0.5875	0.37	0	0.445
"3977"	0.0875	0.2375	0.26	0.1375
"3978"	0.3275	0.5425	0.685	0.2025
"3979"	0.3425	0.2125	0.205	0.2375
"3980"	0.53	0	0.6025	0.6
"3981"	0.605	0.325	0.5525	0.62
"3982"	0.8175	0	0.0725	0.9725
"3983"	0.245	0.21	1	0.085
"3984"	0.395	0.245	0.38	0.2175
"3985"	0.715	0.4325	0.835	0.905
"3986"	0.5675	0.4275	0.37	0.625
"3987"	0.2825	0.595	1	0.1225
"3988"	0.2025	0.635	0.2375	0.1275
"3989"	0.6925	0.5425	0.095	0.76
"3990"	0.8325	0.02	0	0.8925
"3991"	0.305	0.205	0.155	0.1375
"3992"	0.215	0.1875	0.3025	0.25
"3993"	0.265	0.0775	0.005	0.0875
"3994"	0.4075	0.0625	0.18	0.0975
"3995"	0.155	0.2075	0.3125	0.1575
"3996"	0.81	0.765	0	0.7675
"3997"	0.4125	0.155	0.17	0.1125
"3998"	0.5	1	0.3775	0.4575
"3999"	0.46	0	0.09	0.4375
"4000"	0.4625	0.7	0.9725	0.1875
"4001"	0.6525	0.91	0.3	0.8875
"4002"	0.8025	0.415	0.935	0.99
"4003"	0.405	0.205	0.17	0.1075
"4004"	0.2675	0.025	0.4875	0.085
"4005"	0.7475	0.1775	0	0.9
"4006"	0.3325	0.15	0.2325	0.4275
"4007"	0.295	0.2975	0.2475	0.165
"4008"	0.475	0.4275	0.63	0.68
"4009"	0.77	0.2775	1	0.8475
"4010"	0.485	0.0375	0	0.4175
"4011"	0.505	0.2725	0.0625	0.44
"4012"	0.25	0	0.335	0.1875
"4013"	0.83	0.4175	1	0.8
"4014"	0.3875	0.0825	0.0125	0.3
"4015"	0.74	0.345	0.2875	0.8775
"4016"	0.38	0.7225	0	0.5575
"4017"	0.435	0.3325	0.005	0.205
"4018"	0.2525	0.11	0.205	0.1575
"4019"	0.8025	0.53	0	0.66
"4020"	0.3275	0.5775	0.2525	0.16
"4021"	0.1125	0.245	0.3975	0.0475
"4022"	0.2575	0.235	0.2025	0.0925
"4023"	0.3075	0.4575	0.1725	0.115
"4024"	0.21	0.15	0.0375	0.065
"4025"	0.5075	0.3225	0.295	0.5025
"4026"	0.46	0	0	0.1475
"4027"	0.14	0.075	0.04	0.1175
"4028"	0.515	0.3275	0	0.3775
"4029"	0.5875	0.5775	0	0.3275
"4030"	0.3225	0.29	0.04	0.25
"4031"	0.265	0.115	0	0.0825
"4032"	0.1425	0.7375	0.21	0.0875
"4033"	0.04	0.0225	0	0.0375
"4034"	0.4475	0.265	0.185	0.36
"4035"	0.97	0.3875	1	0.9675
"4036"	0.565	0.615	0.2875	0.59
"4037"	0.2375	0.3675	0.4375	0.02
"4038"	0.705	0.425	0.215	0.8175
"4039"	0.575	0.15	0.27	0.32
"4040"	0.715	1	0.31	0.8125
"4041"	0.46	0.2825	0.6425	0.405
"4042"	0.7125	0.345	0.335	0.87
"4043"	0.2275	0.155	0.225	0.215
"4044"	0.55	0.3125	0.935	0.6
"4045"	0.58	0.315	0.35	0.325
"4046"	0.3875	0.2775	0.17	0.2375
"4047"	0.565	0.2875	0.4175	0.865
"4048"	0.2875	0	0.265	0.18
"4049"	0.2825	0.195	0.125	0.0725
"4050"	0.36	0.0775	0.5025	0.1325
"4051"	0.4525	0.2275	1	0.725
"4052"	0.605	0.4175	0.1225	0.53
"4053"	0.77	0.07	0	0.795
"4054"	0.2075	0.205	0.2525	0.1075
"4055"	0.435	0.4725	0.2425	0.225
"4056"	0.2725	0.22	0.2425	0.0875
"4057"	0.5925	0.22	0.075	0.5225
"4058"	0.2675	0.0125	0.3475	0.205
"4059"	0.285	0.265	0.08	0.1825
"4060"	0.7375	0	0.74	0.8
"4061"	0.825	0.4925	0.45	0.8325
"4062"	0.4125	0.195	0.08	0.2725
"4063"	0.6825	0.1275	0.1075	0.96
"4064"	0.3975	0.125	0.26	0.2925
"4065"	0.6175	0.265	0.5	0.85
"4066"	0.7825	0.4175	0.02	0.9325
"4067"	0.3925	0.0925	0.16	0.3
"4068"	0.875	0.4025	0.6025	0.985
"4069"	0.485	0.0725	0.125	0.735
"4070"	0.1275	0.315	0.9325	0.14
"4071"	0.51	0.2625	0.34	0.6825
"4072"	0.2825	0.205	0.25	0.32
"4073"	0.165	0	0	0.3075
"4074"	0.3525	0.0375	0	0.22
"4075"	0.5425	0.3725	0.0625	0.8
"4076"	0.705	0.24	0.59	0.9875
"4077"	0.5225	0	0.3525	0.6025
"4078"	0.25	0	0	0.1125
"4079"	0.95	1	0.565	0.9425
"4080"	0.415	0.2275	0.035	0.3675
"4081"	0.305	0.3525	0.2375	0.2475
"4082"	0.0975	0.085	0.5025	0.1275
"4083"	0.31	0.735	1	0.195
"4084"	0.6275	0.125	1	0.8525
"4085"	0.85	0.3575	1	0.9775
"4086"	0.43	0.355	1	0.305
"4087"	0.69	0.205	0.1225	0.9325
"4088"	0.1275	0.1425	0.53	0.1175
"4089"	0.5175	0.04	0.065	0.4075
"4090"	0.8825	0.985	0.3025	0.8975
"4091"	0.51	0.965	0.375	0.5825
"4092"	0.225	0.2275	0	0.31
"4093"	0.185	0.45	0	0.165
"4094"	0.875	0.385	0	0.92
"4095"	0.5825	0.1425	0.83	0.6225
"4096"	0.045	0	0.1625	0.0025
"4097"	0.345	0.14	0.6025	0.1175
"4098"	0.43	0.705	0.4425	0.1575
"4099"	0.2825	0.2925	0	0.085
"4100"	0.58	0	0.08	0.6075
"4101"	0.4575	0.0825	0.03	0.2825
"4102"	0.6075	0.2425	0.9725	0.72
"4103"	0.46	0.2575	0.5175	0.3325
"4104"	0.295	0.1525	0.3025	0.1125
"4105"	0.735	0.335	0.92	0.775
"4106"	0.315	0.2775	0	0.16
"4107"	0.34	0.18	0.12	0.07
"4108"	0.3375	0.2775	0.525	0.17
"4109"	0.495	0.2675	0	0.5475
"4110"	0.41	0.2875	0.0325	0.2725
"4111"	0.37	0.5275	0.2575	0.25
"4112"	0.205	0.2375	0.22	0.21
"4113"	0.7275	1	0.6625	0.8325
"4114"	0.58	0.08	1	0.3875
"4115"	0.2575	0.2225	0.165	0.135
"4116"	0.4975	0.26	0.3475	0.415
"4117"	0.7425	0.3925	0.2575	0.7775
"4118"	0.315	0.15	0.4	0.1825
"4119"	0.58	0.3575	0.3	0.61
"4120"	0.7825	0.4525	0.2775	0.8975
"4121"	0.455	0.735	0.145	0.5575
"4122"	0.9425	0.325	1	0.895
"4123"	0.075	0.625	0	0.0825
"4124"	0.2325	0.1375	0	0.0575
"4125"	0.7	0.365	0.36	0.8975
"4126"	0.2525	0.64	0.04	0.1075
"4127"	0.475	0.045	0.21	0.755
"4128"	0.24	0	0.1375	0.085
"4129"	0.38	0.1825	0.07	0.32
"4130"	0.3075	0	0.82	0.0775
"4131"	0.2975	0.2625	0.6825	0.2825
"4132"	0.37	0.2175	0.24	0.445
"4133"	0.67	1	0	0.4425
"4134"	0.325	0.2825	1	0.2175
"4135"	0.8225	0.125	0	0.755
"4136"	0.66	0.1375	1	0.9875
"4137"	0.3675	1	0.195	0.23
"4138"	0.8725	0.24	0	0.825
"4139"	0.27	0.2325	0.1775	0.0875
"4140"	0.2825	0.035	0.035	0.1525
"4141"	0.7775	0.3225	0.3525	0.8175
"4142"	0.32	0.345	0.11	0.3525
"4143"	0.2875	0.1025	1	0.0975
"4144"	0.4425	0.2275	0.0875	0.105
"4145"	0.19	0.54	0	0.09
"4146"	0.47	0.53	0.5325	0.4425
"4147"	0.84	0.45	0.505	0.82
"4148"	0.5025	0.445	0	0.7175
"4149"	0.565	0.8625	0.2075	0.635
"4150"	0.175	0.265	0.205	0.2025
"4151"	0.19	0.2525	0.1825	0.165
"4152"	0.7625	0.155	0	0.655
"4153"	0.8075	0.945	0.105	0.845
"4154"	0.375	0.07	0.0025	0.28
"4155"	0.4275	0.085	0	0.34
"4156"	0.6125	0.8525	0.9975	0.5025
"4157"	0.24	0.2125	0.1575	0.1175
"4158"	0.8725	0.9975	0	0.82
"4159"	0.505	0.04	0	0.72
"4160"	0.19	0.1025	0.1175	0.265
"4161"	0.355	0	0.2775	0.2125
"4162"	0.785	1	1	0.7275
"4163"	0.2575	0.485	0.0025	0.0875
"4164"	0.3525	0.2475	0.1775	0.5325
"4165"	0.1725	0.21	0	0.165
"4166"	0.22	0.2425	0.1675	0.08
"4167"	0.37	0.32	0.015	0.285
"4168"	0.1575	0.47	0.2475	0.14
"4169"	0.2025	0.75	0.29	0.28
"4170"	0.28	0.18	0	0.4625
"4171"	0.22	0.68	0.1075	0.18
"4172"	0.9125	0.4	0	0.95
"4173"	0.215	0.38	0.305	0.075
"4174"	0.37	0.21	0.0525	0.1525
"4175"	0.5175	0.3425	0.56	0.445
"4176"	0.4075	0.3525	1	0.2425
"4177"	0.14	0.2975	0.21	0.16
"4178"	0.4575	0.4625	0.055	0.385
"4179"	0.5425	0.2175	0	0.41
"4180"	0.285	0.2275	0	0.065
"4181"	0.28	0.1125	0.2375	0.19
"4182"	0.4125	0.4775	0.3525	0.52
"4183"	0.41	0.1875	0	0.105
"4184"	0.48	0.32	0.2325	0.4325
"4185"	0.415	0.155	0.3875	0.135
"4186"	0.28	0.03	0.2225	0.1275
"4187"	0.7825	0.6475	0.9525	0.83
"4188"	0.125	0.2325	0	0.1775
"4189"	0.3875	0.195	0.4275	0.3125
"4190"	0.75	0.0975	1	0.5875
"4191"	0.565	1	0.36	0.6475
"4192"	0.4125	0.1625	0	0.0825
"4193"	0.65	0.0925	0.47	0.7275
"4194"	0.345	1	0.285	0.185
"4195"	0.3525	0.1975	0.1875	0.21
"4196"	0.02	0.12	0.1225	0.0425
"4197"	0.1275	0.15	0.225	0.045
"4198"	0.165	0.13	0.135	0.0625
"4199"	0.25	0.2375	0.2575	0.2625
"4200"	0.33	0	0.0425	0.395
"4201"	0.6825	0.9775	0.3	0.4975
"4202"	0.0675	0.2125	0.015	0.0825
"4203"	0.3425	0.205	1	0.2425
"4204"	0.485	0.0475	0.1625	0.775
"4205"	0.415	0.465	0.0675	0.2225
"4206"	0.1925	1	0.365	0.18
"4207"	0.455	0.405	0.1575	0.3475
"4208"	0.375	0.4125	0.175	0.29
"4209"	0.0875	0	0.2225	0.0825
"4210"	0.495	0.4025	0	0.3925
"4211"	0.4525	0	0.91	0.28
"4212"	0.935	0.505	0	0.925
"4213"	0.4225	0	0.1975	0.2925
"4214"	0.5925	0.265	0.2775	0.62
"4215"	0.3875	0.37	0	0.4175
"4216"	0.48	0.16	0.19	0.2325
"4217"	0.3425	1	1	0.2325
"4218"	0.255	0	0.17	0.055
"4219"	0.475	0.675	0.17	0.165
"4220"	0.1925	0.3475	0.01	0.13
"4221"	0.6975	0.1175	0.0775	0.8775
"4222"	0.71	0.0375	1	0.5475
"4223"	0.2675	0.0475	0.1775	0.095
"4224"	0.46	0.2875	0.54	0.365
"4225"	0.675	0.0425	0.3675	0.8075
"4226"	0.59	0.26	0	0.3725
"4227"	0.5225	0.37	0.145	0.5525
"4228"	0.4175	0.3175	0.025	0.375
"4229"	0.325	0.275	0.31	0.3675
"4230"	0.53	0.3125	0.1175	0.5075
"4231"	0.77	0.4625	0.865	0.955
"4232"	0.415	0.045	0.24	0.1275
"4233"	0.7725	0.385	0.9825	0.6125
"4234"	0.64	0.3675	0.4925	0.9775
"4235"	0.295	0.5325	0.1025	0.24
"4236"	0.2675	0.1475	0.19	0.0625
"4237"	0.7775	0	0.045	0.845
"4238"	0.7475	0.425	0.745	0.96
"4239"	0.5975	0.04	0.03	0.6725
"4240"	0.39	0.115	1	0.07
"4241"	0.54	0	0.515	0.4925
"4242"	0.4925	0.38	0.2225	0.53
"4243"	0.5275	0.91	0.02	0.225
"4244"	0.3775	0	0	0.05
"4245"	0.8375	0.46	0.3375	0.9925
"4246"	0.635	0.04	1	0.395
"4247"	0.5075	0.34	0.5525	0.69
"4248"	0.235	0.015	0.405	0.0975
"4249"	0.3075	0.1975	0.0925	0.0625
"4250"	0.4425	0.4325	0	0.1525
"4251"	0.675	0.3375	0.9875	0.8375
"4252"	0.595	0.2325	0.2325	0.725
"4253"	0.685	0.0525	0.505	0.58
"4254"	0.5375	0.005	0.0975	0.3225
"4255"	0.295	0.075	0	0.1025
"4256"	0.565	0.32	0.5825	0.8125
"4257"	0.2425	0.2675	0	0.295
"4258"	0.2125	0.2175	0	0.1075
"4259"	0.485	1	0.2575	0.4025
"4260"	0.2475	0	0	0.1575
"4261"	0.6725	0.315	0.41	0.875
"4262"	0.9675	0.6925	1	0.99
"4263"	0.2725	0.2525	0.23	0.1225
"4264"	0.435	0.5325	0	0.6175
"4265"	0.38	0.485	0.305	0.135
"4266"	0.6475	0.3125	0.84	0.8375
"4267"	0.4375	0.29	0.245	0.335
"4268"	0.555	0.3425	0.2275	0.4875
"4269"	0.375	0.2025	0.355	0.0825
"4270"	0.125	0.2725	0	0.0975
"4271"	0.635	0.2775	0.69	0.67
"4272"	0.7075	0.7825	0.26	0.9775
"4273"	0.31	0.2625	0	0.155
"4274"	0.5025	0.2525	0	0.2875
"4275"	0.2175	0.29	0	0.1475
"4276"	0.615	0.2275	0.295	0.6775
"4277"	0.645	0.3275	0.31	0.815
"4278"	0.215	0.16	1	0.3
"4279"	0.5325	0.0825	0.29	0.4325
"4280"	0.285	0	0.1475	0.1925
"4281"	0.1825	0.4175	0.075	0.3275
"4282"	0.6975	0.4175	0.0375	0.925
"4283"	0.775	0.58	0.88	0.8625
"4284"	0.4325	0.47	0.0575	0.125
"4285"	0.0475	0.385	0.01	0.05
"4286"	0.7825	0.655	1	0.7875
