"pip.1"	"pip.2"	"pip.3"	"pip.4"
"4287"	0.3325	0.82	1	0.26
"4288"	0.6175	0.235	0.36	0.355
"4289"	0.3775	0.1375	0	0.075
"4290"	0.6325	0.82	0.12	0.575
"4291"	0.7625	1	0.385	0.94
"4292"	0.2325	0.6675	0.04	0.115
"4293"	0.5525	0.0725	1	0.385
"4294"	0.1975	0.1475	0.2625	0.0925
"4295"	0.6475	0.295	0.5725	0.755
"4296"	0.655	0.375	0.3375	0.7175
"4297"	0.255	0.23	0.7975	0.0925
"4298"	0.8475	0.355	0.4975	0.9875
"4299"	0.5275	0.34	0.3325	0.585
"4300"	0.445	0.4825	0.2625	0.37
"4301"	0.5475	0.395	0.0125	0.82
"4302"	0.2525	0.185	0.16	0.0725
"4303"	0.1525	0.1625	0.0125	0.2
"4304"	0.265	0.1825	0.255	0.0825
"4305"	0.6425	0	0.1675	0.585
"4306"	0.525	1	1	0.2675
"4307"	0.13	0	0.2725	0.205
"4308"	0.2475	0	0.15	0.2575
"4309"	0.14	0.19	0.005	0.055
"4310"	0.6325	0.33	0.46	0.87
"4311"	0.2575	0.14	0.225	0.1325
"4312"	0.255	0.125	0.16	0.1975
"4313"	0.4375	0.2225	0.095	0.2775
"4314"	0.3	0.2525	0.3025	0.12
"4315"	0.3775	0.15	0.2075	0.2025
"4316"	0.55	0.2725	0	0.495
"4317"	0.4675	0.115	1	0.6425
"4318"	0.7325	0.3875	0.055	0.755
"4319"	0.0775	0	0	0.0575
"4320"	0.28	0.2875	0.0425	0.065
"4321"	0.3425	0.3	0.28	0.225
"4322"	0.3975	0.585	0.825	0.18
"4323"	0.4625	0.1775	0.29	0.375
"4324"	0.4225	0.3575	0	0.3475
"4325"	0.325	0.145	0.2725	0.0825
"4326"	0.71	0	0.7075	0.9575
"4327"	0.4775	0	0.915	0.5175
"4328"	0.1125	0.4225	0.2325	0.0925
"4329"	0.2475	0.2325	0.1875	0.155
"4330"	0.3025	0.3025	0.9325	0.1725
"4331"	0.435	0.345	0.4475	0.405
"4332"	0.29	0.085	0.03	0.0875
"4333"	0.4425	0.78	0.35	0.3725
"4334"	0.2325	0.1375	0.3725	0.0875
"4335"	0.7575	1	0.7775	0.8825
"4336"	0.7825	0.44	0.9375	0.9775
"4337"	0.435	0.235	0	0.1175
"4338"	0.6675	0.8525	0.3925	0.7275
"4339"	0.57	0.3525	0.61	0.5525
"4340"	0.3775	0.93	0.525	0.35
"4341"	0.6125	0.2525	0.015	0.545
"4342"	0.105	0.145	0	0.1325
"4343"	0.3325	0.7775	0.56	0.2425
"4344"	0.6075	0.2725	0.77	0.6575
"4345"	0.41	0	0	0.11
"4346"	0.995	0.345	0.2475	0.99
"4347"	0.43	0.0625	0.245	0.135
"4348"	0.5825	0.335	0.355	0.765
"4349"	0.2675	0.2075	0.0825	0.13
"4350"	0.4275	1	0.2125	0.12
"4351"	0.7325	0.095	0	0.5925
"4352"	0.3275	0	0.2925	0.1725
"4353"	0.225	0.13	0	0.0475
"4354"	0.2425	0.14	0.0125	0.0625
"4355"	0.305	0	0.1	0.1375
"4356"	0.3975	0.1925	0.4875	0.0825
"4357"	0.635	0.38	0.135	0.7025
"4358"	0.6275	0.29	0	0.9025
"4359"	0.6175	0	1	0.3925
"4360"	0.5275	0.48	0	0.2525
"4361"	0.2725	0	0.225	0.1525
"4362"	0.25	0.2825	0.1725	0.095
"4363"	0.6225	0.27	0	0.7025
"4364"	0.29	0.115	0.235	0.13
"4365"	0.275	0.045	0.3825	0.0925
"4366"	0.4475	0.1375	0.4325	0.1375
"4367"	0.555	0	0.2125	0.525
"4368"	0.3375	0.18	0.2175	0.1875
"4369"	0.595	0.06	0	0.5175
"4370"	0.2575	0.515	0.03	0.1125
"4371"	0.4825	0.03	0	0.475
"4372"	0.3525	0.2025	0.0875	0.1025
"4373"	0.59	1	0.295	0.34
"4374"	0.8875	0.115	0.695	0.8
"4375"	0.64	0.325	0.5025	0.9275
"4376"	0.6825	0	0.3425	0.965
"4377"	0.325	0	0.2025	0.29
"4378"	0.5575	0.7425	0.0825	0.4375
"4379"	0.3475	0.21	0.235	0.095
"4380"	0.68	0.49	0.5825	0.715
"4381"	0.39	0.2875	0.705	0.4525
"4382"	0.5975	0.2575	0.8	0.3575
"4383"	0.335	0.2175	0	0.23
"4384"	0.48	0.25	0.77	0.4425
"4385"	0.3925	0	0.205	0.3225
"4386"	0.4225	0.795	1	0.23
"4387"	0.645	0.715	0.1025	0.7075
"4388"	0.585	0.3	0.0575	0.3725
"4389"	0.6075	0.3925	0.85	0.885
"4390"	0.9825	0.6975	0.5125	0.975
"4391"	0.755	0.3475	0.52	0.8875
"4392"	0.415	0.33	1	0.3725
"4393"	0.2575	0.2725	0.3175	0.2725
"4394"	0.7375	0.615	0.21	0.8225
"4395"	0.3925	0.2175	1	0.4375
"4396"	0.4675	0.22	0.95	0.2
"4397"	0.23	0.2725	0.2575	0.335
"4398"	0.22	0	0.245	0.4225
"4399"	0.2975	0.255	0.2575	0.1175
"4400"	0.28	0	0.5225	0.445
"4401"	0.3875	0.92	0.12	0.2625
"4402"	0.3075	0.345	0.935	0.23
"4403"	0.72	0.2675	0.29	0.865
"4404"	0.195	0	0.1375	0.1
"4405"	0.2125	0.285	0.26	0.0575
"4406"	0.0775	0.1675	0.19	0.0975
"4407"	0.2675	0.2325	0.715	0.105
"4408"	0.325	0.2675	0.3	0.23
"4409"	0.7275	0	0.84	0.84
"4410"	0.32	0	0	0.065
"4411"	0.3	0.5025	1	0.1275
"4412"	0.43	0.29	0	0.3675
"4413"	0.6925	0	0	0.9575
"4414"	0.3575	0.95	0.19	0.1475
"4415"	0.43	1	1	0.3475
"4416"	0.3775	0.26	0.245	0.6475
"4417"	0.3675	0	0.305	0.23
"4418"	0.86	0.3625	0.0275	0.9625
"4419"	0.7275	0.2475	0.5575	0.735
"4420"	0.5825	0.3675	0	0.615
"4421"	0.65	0	0.38	0.7325
"4422"	0.99	0.265	1	0.995
"4423"	0.77	0.3575	1	0.625
"4424"	0.805	0.37	0.9225	0.92
"4425"	0.3575	0.205	0.15	0.315
"4426"	0.2975	0.145	0.6025	0.1775
"4427"	0.545	0.2825	0	0.295
"4428"	0.6125	0.31	0	0.6575
"4429"	0.2675	0.245	0.2525	0.09
"4430"	0.4175	0.3675	0.2275	0.1375
"4431"	0.305	0.3325	1	0.25
"4432"	0.565	0	0.4875	0.5725
"4433"	0.4875	0.3	0.3825	0.49
"4434"	0.6775	0.3075	0.4125	0.7425
"4435"	0.2675	0.125	0.395	0.17
"4436"	0.645	0.005	0.0675	0.4
"4437"	0.7575	0.89	0.4	0.9375
"4438"	0.25	0.0275	0.155	0.125
"4439"	0.4725	0.2875	0.27	0.4525
"4440"	0.4975	0.24	0.5	0.2075
"4441"	0.26	0.245	0.4	0.1175
"4442"	0.2	0.08	0.2125	0.1025
"4443"	0.3875	0.32	0.0475	0.3825
"4444"	0.5125	0.25	0	0.5875
"4445"	0.4225	1	1	0.115
"4446"	0.105	0.255	0	0.11
"4447"	0.3925	0.2275	0	0.2825
"4448"	0.3175	0	0.005	0.055
"4449"	0.405	0.175	0.13	0.0725
"4450"	0.6875	0.18	0	0.7225
"4451"	0.865	0	0.485	0.91
"4452"	0.41	0.2025	0.0025	0.6475
"4453"	0.3125	0.52	0.0075	0.1225
"4454"	0.5075	0.3125	0.335	0.255
"4455"	0.555	0.7175	1	0.3
"4456"	0.7475	0.0925	0.16	0.9625
"4457"	0.3225	0.175	0.195	0.28
"4458"	0.42	0.055	0.3	0.285
"4459"	0.7825	0.27	0.4125	0.93
"4460"	0.435	0.22	0.265	0.1725
"4461"	0.2775	0.48	0.11	0.0875
"4462"	0.4525	0	0.4	0.52
"4463"	0.6625	1	0.9175	0.8225
"4464"	0.4425	0.075	1	0.1075
"4465"	0.4	0.2475	0.275	0.095
"4466"	0.46	0.0225	1	0.1575
"4467"	0.3525	0.225	0.1175	0.35
"4468"	0.2075	0.0325	0	0.11
"4469"	0.495	0.2925	0	0.225
"4470"	0.545	0	0.5525	0.58
"4471"	0.36	0.28	0.0475	0.5375
"4472"	0.5125	0.9675	0.0625	0.2425
"4473"	0.265	0.4575	0.135	0.08
"4474"	0.2175	0.105	0	0.08
"4475"	0.38	0.255	0.19	0.1225
"4476"	0.3225	0.225	0.0425	0.1875
"4477"	0.4725	0.605	0.3075	0.1825
"4478"	0.52	0.95	0.99	0.3425
"4479"	0.855	1	0.33	0.9275
"4480"	0.2675	0.24	0.8375	0.2275
"4481"	0.165	0.305	0.275	0.2
"4482"	0.38	0.1575	0.2675	0.1125
"4483"	0.5375	0	0.995	0.6275
"4484"	0.375	0.315	0	0.185
"4485"	0.4	0	0.255	0.24
"4486"	0.2475	0.185	0	0.1075
"4487"	0.2425	0.035	0.145	0.285
"4488"	0.385	0.185	0.99	0.285
"4489"	0.405	0.275	0.2575	0.26
"4490"	0.2425	0.335	0	0.065
"4491"	0.2175	0.045	0	0.185
"4492"	0.705	0.485	0.305	0.8525
"4493"	0.4075	0	0	0.325
"4494"	0.6125	0.43	0.4275	0.9025
"4495"	0.97	0.31	0.085	0.9875
"4496"	0.8325	0.0975	1	0.8275
"4497"	0.565	0.91	0.2975	0.2925
"4498"	0.215	0.15	0.015	0.23
"4499"	0.355	0.2575	0.39	0.1925
"4500"	0.2425	0.235	0.0925	0.07
"4501"	0.285	0.2675	0.335	0.08
"4502"	0.4425	0.1825	0	0.1375
"4503"	0.4625	0.0975	0.5775	0.2875
"4504"	0.9175	0.4	0	0.8925
"4505"	0.6875	0.2925	0.37	0.7875
"4506"	0.3425	0.0825	0.1975	0.235
"4507"	0.7575	0.3175	0.21	0.8225
"4508"	0.2625	0.37	0.3575	0.1925
"4509"	0.425	0.3075	0.3125	0.4325
"4510"	0.3625	0	0.1125	0.1825
"4511"	0.6975	0	0.6275	0.815
"4512"	0.3925	0	0.67	0.2975
"4513"	0.865	0.23	0.4675	0.9675
"4514"	0.355	0.285	0.075	0.2175
"4515"	0.78	0.3625	0.3675	0.995
"4516"	0.3525	0.6725	0.22	0.2825
"4517"	0.605	0.3725	0	0.9475
"4518"	0.605	0.4025	0.4475	0.965
"4519"	0.4675	0.225	0.32	0.45
"4520"	0.4425	0.335	0.495	0.365
"4521"	0.645	0.2175	0.27	0.7475
"4522"	0.8	0.0025	0.3	0.9675
"4523"	0.6525	0	0.8975	0.6475
"4524"	0.4225	0.14	0.265	0.2075
"4525"	0.435	0.3475	0	0.1625
"4526"	0.71	0.365	1	0.895
"4527"	0.4725	0.2825	0.4	0.2375
"4528"	0.7725	0.525	0.1175	0.9775
"4529"	0.705	0.335	0.3375	0.83
"4530"	0.495	0	0.26	0.4925
"4531"	0.7	0.1275	0.17	0.5475
"4532"	0.5025	0.6075	0.0475	0.49
"4533"	0.43	0	0	0.2775
"4534"	0.1475	0.045	0	0.195
"4535"	0.2025	0.22	0.17	0.1175
"4536"	0.6325	0.2075	0.6325	0.7525
"4537"	0.41	0	0.125	0.3425
"4538"	0.7325	0.2475	0	0.53
"4539"	0.4225	0.3375	0.835	0.12
"4540"	0.5	0.26	0.2825	0.49
"4541"	0.4775	0.9275	0.28	0.17
"4542"	0.2425	0.075	0	0.355
"4543"	0.4575	0.16	1	0.4175
"4544"	0.08	0.0375	0.11	0.06
"4545"	0.7875	0.055	0.1725	0.9025
"4546"	0.435	0.17	0	0.0975
"4547"	0.445	0.205	0.12	0.1575
"4548"	0.4025	0.175	0.1225	0.3875
"4549"	0.525	0.9725	0.005	0.425
"4550"	0.6025	0.315	0.0625	0.705
"4551"	0.9225	1	0.63	0.975
"4552"	0.53	0.3725	0.315	0.56
"4553"	0.3075	0.37	0	0.3
"4554"	0.51	0.335	0.5725	0.3625
"4555"	0.255	0.0025	0.015	0.1
"4556"	0.8775	0.9925	1	0.81
"4557"	0.355	0.25	0.09	0.0075
"4558"	0.48	0.0075	0.1375	0.3775
"4559"	0.22	0.3475	0.13	0.1475
"4560"	0.365	0.225	0.255	0.1975
"4561"	0.435	0.105	1	0.115
"4562"	0.2625	0.085	0.0125	0.06
"4563"	0.485	0	1	0.36
"4564"	0.545	0.2175	0.2875	0.335
"4565"	0.4075	0.01	0.055	0.3175
"4566"	0.295	0.205	0	0.19
"4567"	0.21	0.155	0	0.3375
"4568"	0.3175	0.2675	0.2275	0.135
"4569"	0.1025	0.1875	0.3225	0.0925
"4570"	0.4025	0.035	0.3175	0.4825
"4571"	0.6625	1	0.4375	0.7025
"4572"	0.2575	0	0.15	0.09
"4573"	0.6675	0.4575	0.43	0.8675
"4574"	0.585	0.3275	0.1925	0.6925
"4575"	0.705	0.395	0.265	0.76
"4576"	0.6125	0.3075	1	0.54
"4577"	1	0.435	0.475	0.99
"4578"	0.335	0.1375	0.2125	0.2225
"4579"	0.415	0.0175	0.015	0.0875
"4580"	0.515	0.2075	0.1825	0.6375
"4581"	0.2975	0.2475	0.2325	0.0875
"4582"	0.5	0.0575	0.1	0.435
"4583"	0.7525	0	0.0125	0.68
"4584"	0.465	0.1625	0.915	0.4225
"4585"	0.4825	0.26	0.1125	0.46
"4586"	0.2975	0.8425	0.19	0.225
"4587"	0.3475	0.26	0.135	0.34
"4588"	0.9025	0.26	0.32	0.85
"4589"	0.2075	0.3125	0.26	0.27
"4590"	0.565	0.06	0.325	0.5375
"4591"	0.2975	0.0625	0.8425	0.1075
"4592"	0.6825	0.1275	0.07	0.61
"4593"	0.1975	0.4625	0.105	0.0625
"4594"	0.78	0.3625	0.3025	0.915
"4595"	0.4775	0.685	0.34	0.205
"4596"	0.275	0.27	0.34	0.07
"4597"	0.6375	0.365	1	0.6475
"4598"	0.86	0.4725	0	0.955
"4599"	0.4275	0.005	0	0.595
"4600"	0.4125	0.2775	0.23	0.125
"4601"	0.5025	0.2175	1	0.27
"4602"	0.345	0.255	0.33	0.0975
"4603"	0.4225	0.27	0.2525	0.355
"4604"	0.695	0.5225	0	0.865
"4605"	0.395	0.235	0.325	0.1225
"4606"	0.515	0.035	0.19	0.305
"4607"	0.47	0.26	0.2525	0.3075
"4608"	0.465	0.53	0.1375	0.3775
"4609"	0.3725	0.24	0.1975	0.1825
"4610"	0.2825	0.1775	0.4475	0.07
"4611"	0.285	0.2575	0.5425	0.09
"4612"	0.4275	0.8175	0.545	0.3575
"4613"	0.7275	0.585	0.445	0.9075
"4614"	0.7475	0.2375	0	0.63
"4615"	0.6825	0.21	0.1875	0.6825
"4616"	0.3975	0.1775	0.095	0.2325
"4617"	0.87	0.8975	0.28	0.9025
"4618"	0.315	0.035	0.43	0.2075
"4619"	0.5325	0.2075	0	0.335
"4620"	0.5625	0.4425	0.61	0.64
"4621"	0.5775	0.0675	0	0.37
"4622"	0.565	0.28	0.3875	0.845
"4623"	0.7125	0.2675	0.0675	0.8425
"4624"	0.6325	1	0.745	0.7075
"4625"	0.405	0.125	0	0.2875
"4626"	0.8025	0.41	0.41	0.96
"4627"	0.7275	0.3725	0.625	0.9125
"4628"	0.8	0.845	0.425	0.9925
"4629"	0.3375	0.5075	0	0.1175
"4630"	0.2775	0.265	0.2125	0.1275
"4631"	0.38	0.225	0	0.2425
"4632"	0.2475	0.3125	0.36	0.335
"4633"	0.525	0.2325	0	0.335
"4634"	0.4275	0.165	0.115	0.26
"4635"	0.2675	0.01	0.0625	0.115
"4636"	0.285	0.18	0.24	0.0925
"4637"	0.745	0.365	0	0.9
"4638"	0.6075	0.4625	0	0.6
"4639"	0.3925	0.07	0	0.08
"4640"	0.6275	0.375	0.305	0.3675
"4641"	0.2275	0.2575	0.3975	0.1225
"4642"	0.715	0.19	0	0.9225
"4643"	0.6475	0.3225	0.635	0.7925
"4644"	0.345	0	0.1175	0.47
"4645"	0.49	0.215	0.83	0.4025
"4646"	0.7525	0.2375	0.135	0.99
"4647"	0.285	0.285	1	0.2625
"4648"	0.2925	0.12	0	0.1925
"4649"	0.4725	0.29	0.2975	0.495
"4650"	0.28	0	0.24	0.1175
"4651"	0.56	0	0.1525	0.345
"4652"	0.6125	0.3075	0.15	0.7025
"4653"	0.595	0.3925	0	0.7
"4654"	0.29	1	0.3375	0.1075
"4655"	0.6675	0.355	0.0225	0.795
"4656"	0.62	0.18	0.4675	0.7075
"4657"	0.4675	0.135	0.2825	0.4525
"4658"	0.39	0.1025	0.2525	0.185
"4659"	0.775	1	0.375	0.9475
"4660"	0.6225	0.29	0.1375	0.63
"4661"	0.1375	0.205	0.1975	0.0875
"4662"	0.4275	1	0.28	0.225
"4663"	0.2625	0.195	0.7725	0.27
"4664"	0.6075	0.3325	0.515	0.6775
"4665"	0.375	0.075	0.31	0.4525
"4666"	0.5675	0.46	0.97	0.8675
"4667"	0.4325	0.245	0.1875	0.615
"4668"	0.2675	0.305	0.1475	0.1025
"4669"	0.0625	0.1875	0	0.04
"4670"	0.5575	0	0	0.5925
"4671"	0.4425	0.345	0.325	0.4925
"4672"	0.715	0.95	0.91	0.5125
"4673"	0.8425	0.0475	1	0.8
"4674"	0.635	0.9775	0.355	0.7275
"4675"	0.4175	0.135	0.3175	0.09
"4676"	0.505	0	0	0.395
"4677"	0.735	0.2925	0.2725	0.82
"4678"	0.6125	0.2225	0.3125	0.63
"4679"	0.3975	0.1775	0.225	0.0725
"4680"	0.415	0.335	0	0.3975
"4681"	0.3875	0	0.225	0.17
"4682"	0.2775	0	0.5275	0.0875
"4683"	0.445	0.2825	0.045	0.38
"4684"	0.215	0.265	0.265	0.26
"4685"	0.655	0	0.4075	0.8225
"4686"	0.4625	1	0.4075	0.455
"4687"	0.3425	0.315	0.2175	0.2275
"4688"	0.335	1	1	0.1425
"4689"	0.44	0.575	0.42	0.5425
"4690"	0.32	0.125	0.215	0.105
"4691"	0.2625	0.1975	0.225	0.0825
"4692"	0.8325	0.4275	0.39	0.9775
"4693"	0.18	0.1675	0	0.1775
"4694"	0.4125	0.135	0.455	0.22
"4695"	0.63	0.3575	0.3675	0.7175
"4696"	0.34	0.0925	0.265	0.19
"4697"	0.5675	0.015	0.2475	0.6175
"4698"	0.715	0.38	0.36	0.7925
"4699"	0.3225	0.0225	1	0.13
"4700"	0.62	0.505	0.0225	0.7125
"4701"	0.1775	0.6175	0	0.2475
"4702"	0.4575	0.255	0.4475	0.325
"4703"	0.5575	0.355	0.255	0.8125
"4704"	0.5025	1	0.1	0.3375
"4705"	0.5125	0.6125	0.215	0.3325
"4706"	0.38	0.305	0	0.28
"4707"	0.395	0.1125	0.215	0.095
"4708"	0.4525	0.3575	1	0.2575
"4709"	0.44	0.2625	0.6375	0.3825
"4710"	0.53	0	0.1475	0.32
"4711"	0.705	1	1	0.565
"4712"	0.23	0	0.1475	0.32
"4713"	0.65	0.2025	0.355	0.95
"4714"	0.23	0.1925	0	0.12
"4715"	0.1575	0.24	0	0.1275
"4716"	0.8	0.32	0.785	0.8875
"4717"	0.5325	0.4875	0	0.82
"4718"	0.1725	0.155	0.2125	0.235
"4719"	0.5275	0.2075	0	0.5775
"4720"	0.82	0.4525	0.9575	0.9775
"4721"	0.605	1	0.5475	0.6
"4722"	0.4575	0.27	0.22	0.385
"4723"	0.535	0.165	0.205	0.2625
"4724"	0.345	0.5925	0.19	0.17
"4725"	0.4375	0.14	0.2225	0.49
"4726"	0.35	0.1175	0.1575	0.12
"4727"	0.7725	0.4125	1	0.985
"4728"	0.74	0.8075	0.685	0.8225
"4729"	0.4475	1	0.7675	0.3825
"4730"	0.2825	0.4875	0.245	0.205
"4731"	0.62	0.485	0.24	0.925
"4732"	0.35	0	0.5325	0.29
"4733"	0.2025	0.5125	0.2	0.1
"4734"	0.715	1	0.2725	0.9775
"4735"	0.4825	0.05	0.3125	0.4175
"4736"	0.8925	0.4175	0.3	0.9
"4737"	0.5325	0.1775	1	0.5025
"4738"	0.6475	0.3825	0	0.885
"4739"	0.225	0	0.3425	0.075
"4740"	0.605	0.1775	0.3325	0.55
"4741"	0.7025	0.1775	0.63	0.535
"4742"	0.39	0.0775	1	0.5025
"4743"	0.2925	0	0.3025	0.155
"4744"	0.1825	0.2875	0.145	0.2375
"4745"	0.725	0.205	0	0.8275
"4746"	0.6875	0.4375	0.4025	0.9875
"4747"	0.4125	0.51	0.08	0.295
"4748"	0.5025	0.2875	0.32	0.72
"4749"	0.2725	1	0	0.2225
"4750"	0.505	0.2575	0.0725	0.58
"4751"	0.38	1	0.155	0.2925
"4752"	0.3725	0.395	0	0.2075
"4753"	0.3525	0.25	0.36	0.3825
"4754"	0.845	0.7875	0.4275	0.925
"4755"	0.525	0.705	0.1575	0.405
"4756"	0.0875	0.14	0	0.145
"4757"	0.19	0	0	0.26
"4758"	0.44	0.4225	0.44	0.2025
"4759"	0.555	0.135	0.4775	0.56
"4760"	0.56	0.2875	0	0.5175
"4761"	0.34	0.3975	0	0.2175
"4762"	0.26	0.42	0.79	0.3875
"4763"	0.565	0.3625	0	0.805
"4764"	0.85	0.43	0	0.97
"4765"	0.535	0.28	0.005	0.3975
"4766"	0.185	0.185	0.1025	0.0625
"4767"	0.545	0.6975	0.3075	0.3575
"4768"	0.6825	0.88	0	0.885
"4769"	0.13	0.5725	0.5025	0.0875
"4770"	0.3075	0.2175	0.2725	0.1175
"4771"	0.275	0.015	0.05	0.125
"4772"	0.92	0.5675	0.41	0.94
"4773"	0.7675	0.5475	0.7475	0.905
"4774"	0.36	0.125	0.3725	0.2775
"4775"	0.205	0	0.22	0.06
"4776"	0.24	0.175	0.1975	0.055
"4777"	0.26	0.145	0.2	0.0725
"4778"	0.435	0	0	0.115
"4779"	0.4475	0.0075	0	0.375
"4780"	0.255	0.175	0.21	0.0775
"4781"	0.62	0.08	0.3425	0.6025
"4782"	0.2425	0.21	0.1225	0.1175
"4783"	0.28	0.1925	0.32	0.14
"4784"	0.4725	0.2625	0.145	0.4375
"4785"	0.06	0	0.12	0.0675
"4786"	0.4425	0.455	0	0.3125
"4787"	0.3425	0.065	0.6675	0.1
"4788"	0.2925	0.2225	0.1525	0.0825
"4789"	0.4	0	0.295	0.1325
"4790"	0.4525	0	0	0.11
"4791"	0.7475	0.4825	0.065	0.79
"4792"	0.7275	0.3425	0.925	0.76
"4793"	0.305	0.625	0	0.13
"4794"	0.3775	0.2825	0.5325	0.2575
"4795"	0.7275	0.2275	0	0.955
"4796"	0.4775	0.4475	0.0275	0.46
"4797"	0.565	1	0.4575	0.3825
"4798"	0.3075	0.265	0.03	0.1125
"4799"	0.5925	0.4775	0.2175	0.68
"4800"	0.625	0.2425	0.2375	0.7175
"4801"	0.465	0.265	0.2175	0.2375
"4802"	0.3575	0.2825	0.6675	0.265
"4803"	0.35	0.3825	0.1125	0.1225
"4804"	0.79	0.2725	0.5225	0.97
"4805"	0.285	0.0225	0.0675	0.0875
"4806"	0.32	0.0375	0	0.1675
"4807"	0.045	0.5775	0.0075	0.03
"4808"	0.4675	0	0.165	0.1625
"4809"	0.085	0.2225	0.18	0.1
"4810"	0.4325	0.4975	0	0.3125
"4811"	0.285	0.15	0	0.175
"4812"	0.565	0.1175	0.315	0.3325
"4813"	0.7275	0.485	0.3075	0.9025
"4814"	0.48	0	0.3225	0.48
"4815"	0.61	1	0	0.3975
"4816"	0.2375	0.2175	0.1525	0.1
"4817"	0.6725	0.3575	0.02	0.8025
"4818"	0.3575	0.35	0	0.2175
"4819"	0.3075	0.13	0	0.145
"4820"	0.26	0.235	0.3525	0.0725
"4821"	0.6625	0.035	0.685	0.4175
"4822"	0.315	0.14	1	0.1675
"4823"	0.3825	0.4075	0.7075	0.2925
"4824"	0.3075	0.47	0.005	0.5025
"4825"	0.64	0.3175	0.355	0.81
"4826"	0.825	0.795	0.355	0.9
"4827"	0.2375	0.125	0.1925	0.26
"4828"	0.1275	0.2175	0.215	0.175
"4829"	0.5575	0	0.35	0.275
"4830"	0.55	0	0.29	0.5375
"4831"	0.4325	0.8925	0.26	0.14
"4832"	0.7825	0.3375	0.55	0.95
"4833"	0.4575	0.2375	0.635	0.3825
"4834"	0.415	0.1525	0.3075	0.0625
"4835"	0.7325	0.395	0.3725	0.855
"4836"	0.4375	0.2575	0.515	0.6075
"4837"	0.4725	0	0.33	0.685
"4838"	0.725	0.365	0.945	0.87
"4839"	0.325	0.355	0.3325	0.24
"4840"	0.2925	0.3075	0.2225	0.1575
"4841"	0.13	0.24	0	0.1825
"4842"	0.3325	0.145	0.3	0.255
"4843"	0.5375	0.1275	0.0575	0.465
"4844"	0.4825	0	0	0.1875
"4845"	0.3075	0.01	0	0.0775
"4846"	0.515	0	0	0.2825
"4847"	0.3175	0.1075	0.4875	0.1275
"4848"	0.3	0.1275	0.2275	0.045
"4849"	0.335	0.3075	0.01	0.1775
"4850"	0.435	0.5725	0.3075	0.3725
"4851"	0.46	0.5275	0.1725	0.665
"4852"	0.4875	0.2175	0.51	0.1325
"4853"	0.3225	0.15	0.455	0.1275
"4854"	0.5775	0.8625	1	0.53
"4855"	0.5275	0.145	0.24	0.4075
"4856"	0.885	0.375	0.67	0.9075
"4857"	0.3225	0.495	0.145	0.1575
"4858"	0.365	0.11	0.2275	0.115
"4859"	0.56	0	0.6625	0.815
"4860"	0.7275	0.31	0.3325	0.8125
"4861"	0.8525	0	0.17	0.835
"4862"	0.3175	0.11	0	0.4675
"4863"	0.115	0.61	0.76	0.075
"4864"	0.15	0.325	0.19	0.1225
"4865"	0.3925	0.24	0.035	0.2975
"4866"	0.7975	0.4	0.61	0.9875
"4867"	0.3375	0	0.25	0.08
"4868"	0.7175	0.2725	0.075	0.5675
"4869"	0.72	0.2475	0	0.6525
"4870"	0.745	0.3825	0.3025	0.8975
"4871"	0.41	0.02	0.2125	0.32
"4872"	0.42	0.2125	0.7075	0.3025
"4873"	0.5425	0.3675	0.41	0.67
"4874"	0.2225	0	0.1575	0.1025
"4875"	0.3975	0.1	0.145	0.1
"4876"	0.7525	0.5625	0.395	0.9425
"4877"	0.4075	0.225	0.3675	0.4225
"4878"	0.48	0.435	0.2175	0.425
"4879"	0.3025	0.0025	0	0.1325
"4880"	0.6375	0	0.3525	0.79
"4881"	0.2775	0.2825	0.7725	0.0075
"4882"	0.5	0.74	0.1175	0.315
"4883"	0.705	0	0.4275	0.8725
"4884"	0.65	0.5575	0.355	0.6725
"4885"	0.03	0.23	0.0375	0.0275
"4886"	0.4225	0.16	1	0.41
"4887"	0.62	0.305	0.235	0.7
"4888"	0.7375	0.1325	0.2875	0.7475
"4889"	0.225	0.0075	0.4875	0.1125
"4890"	0.48	1	0.7175	0.235
"4891"	0.44	0.315	0.245	0.2075
"4892"	0.7225	0.26	0	0.845
"4893"	0.15	0.4275	0.07	0.165
"4894"	0.69	0.415	0.125	0.7725
"4895"	0.3475	0.9325	0	0.2425
"4896"	0.2925	0.7675	0.94	0.135
"4897"	0.3	0	0	0.1725
"4898"	0.1675	0	0.1075	0.065
"4899"	0.145	0.17	0	0.1625
"4900"	0.2925	0.135	0.1275	0.1275
"4901"	0.86	0.105	0	0.77
"4902"	0.4775	0.48	0.32	0.5175
"4903"	0.3325	0	0.175	0.0675
"4904"	0.245	0	0.4075	0.1525
"4905"	0.5125	0.02	0.215	0.455
"4906"	0.35	0.3375	0	0.33
"4907"	0.4925	1	0.3	0.26
"4908"	0.4825	0.22	0.015	0.175
"4909"	0.3425	0.1	0.1825	0.2325
"4910"	0.955	0.1425	1	0.96
"4911"	0.585	0	0.375	0.6975
"4912"	0.58	0	0.2375	0.3525
"4913"	0.43	0	0.3	0.5825
"4914"	0.565	0.0175	0.395	0.525
"4915"	0.64	0.2075	0.89	0.415
"4916"	0.6975	0.47	0.005	0.725
"4917"	0.0525	0	0	0.0575
"4918"	0.65	0.83	0.2475	0.7075
"4919"	0.525	0.275	0.075	0.4425
"4920"	0.53	0.025	0.445	0.5425
